instructor,instructor_first_name,course,course_name,num_excellence_awards,num_outstanding_awards,uiuc_award,national_award,rmp_num_reviews,rmp_rating,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,term,num_sections,gened,num_semesters,num_students,avg_gpa,total_faculty_awards,teaching_next_semester
Wang,Yu,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.2138157894736842,0.4144736842105263,0.10526315789473684,0.05592105263157895,0.0625,0.029605263157894735,0.02631578947368421,0.029605263157894735,0.003289473684210526,0.0,0.013157894736842105,0.003289473684210526,0.04276315789473684,"['fa2020', 'fa2021', 'fa2022', 'fa2023', 'fa2024', 'sp2021', 'sp2022', 'sp2024', 'sp2025', 'fa2025', 'sp2023']",14.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",9,304.0,3.493618421052632,0,True
Horton,Christina,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.12280701754385964,0.5964912280701754,0.07017543859649122,0.017543859649122806,0.03508771929824561,0.0,0.08771929824561403,0.05263157894736842,0.0,0.0,0.017543859649122806,0.0,0.0,"['fa2020', 'sp2021']",4.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",2,57.0,3.62561403508772,0,False
Roy,Sayak,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.17307692307692307,0.17307692307692307,0.19230769230769232,0.09615384615384616,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.0,0.0,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.057692307692307696,"['fa2023', 'sp2024', 'fa2024', 'fa2025', 'sp2025']",2.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",3,52.0,3.109615384615385,0,True
Atienza,Paul,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.0,0.5233644859813084,0.11214953271028037,0.102803738317757,0.1308411214953271,0.037383177570093455,0.028037383177570093,0.037383177570093455,0.018691588785046728,0.0,0.0,0.0,0.009345794392523364,"['fa2016', 'fa2021', 'sp2022']",6.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",3,107.0,3.5110280373831775,0,False
Lee,Sang,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],7.0,3.5,0.07931034482758621,0.5206896551724138,0.1413793103448276,0.06551724137931035,0.07931034482758621,0.03103448275862069,0.017241379310344827,0.017241379310344827,0.0034482758620689655,0.006896551724137931,0.0034482758620689655,0.0034482758620689655,0.03103448275862069,"['fa2018', 'fa2022', 'fa2023', 'sp2019', 'sp2020', 'sp2022', 'sp2023']",17.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",7,290.0,3.5531724137931047,0,False
Guruparan,Akil,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.07142857142857142,0.3979591836734694,0.25510204081632654,0.05102040816326531,0.11224489795918367,0.04081632653061224,0.030612244897959183,0.0,0.01020408163265306,0.0,0.01020408163265306,0.0,0.02040816326530612,"['fa2020', 'sp2021', 'sp2024']",6.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",3,98.0,3.5279591836734694,0,False
Kim,Gabriel,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.4791666666666667,0.22916666666666666,0.0625,0.0,0.16666666666666666,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,"['fa2024', 'sp2025', 'fa2025']",2.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",1,48.0,3.6531249999999993,0,True
Rana,Junaid,AAS 100: Intro Asian American Studies,Intro Asian American Studies,5.0,1.0,[],[],26.0,3.3,0.1449814126394052,0.4349442379182156,0.05204460966542751,0.05947955390334572,0.1524163568773234,0.05204460966542751,0.011152416356877323,0.04460966542750929,0.01486988847583643,0.0,0.0037174721189591076,0.0,0.02973977695167286,"['fa2016', 'fa2021', 'sp2019']",22.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",3,269.0,3.4487360594795535,0,False
Zheng,Reanne,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.07048458149779736,0.42290748898678415,0.15859030837004406,0.11894273127753303,0.1145374449339207,0.05286343612334802,0.013215859030837005,0.00881057268722467,0.013215859030837005,0.00881057268722467,0.0,0.0,0.01762114537444934,"['fa2021', 'fa2022', 'fa2023', 'sp2022', 'sp2024', 'sp2023']",9.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",6,227.0,3.5186343612334796,0,False
Rosado-Torres,Alexander,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.3625,0.3875,0.0625,0.0125,0.0875,0.05,0.0,0.0125,0.025,0.0,0.0,0.0,0.0,"['fa2021', 'sp2022']",3.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",2,80.0,3.7337499999999997,0,False
Kang,Yoonjung,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.06,0.24,0.32,0.16,0.12,0.02,0.0,0.0,0.02,0.0,0.02,0.0,0.04,"['fa2018', 'fa2019', 'fa2020', 'sp2018', 'sp2019', 'sp2020', 'sp2021', 'fa2017']",12.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",8,50.0,3.3739999999999997,0,False
Siglos,David,AAS 100: Intro Asian American Studies,Intro Asian American Studies,2.0,0.0,[],[],0.0,,0.5612903225806452,0.1935483870967742,0.07741935483870968,0.03225806451612903,0.07096774193548387,0.012903225806451613,0.012903225806451613,0.012903225806451613,0.0064516129032258064,0.0064516129032258064,0.0064516129032258064,0.0,0.0064516129032258064,"['fa2024', 'fa2025', 'sp2025']",6.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",1,155.0,3.7399354838709673,0,True
Espiritu,Augusto,AAS 100: Intro Asian American Studies,Intro Asian American Studies,1.0,1.0,[],[],17.0,3.8,0.14977973568281938,0.23788546255506607,0.20704845814977973,0.09691629955947137,0.11013215859030837,0.06167400881057269,0.039647577092511016,0.013215859030837005,0.013215859030837005,0.013215859030837005,0.004405286343612335,0.013215859030837005,0.039647577092511016,"['fa2023', 'sp2019', 'sp2020', 'fa2017']",18.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",4,227.0,3.300044052863436,0,False
Gonzalez,Daniel,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.10126582278481013,0.4177215189873418,0.11392405063291139,0.0759493670886076,0.11392405063291139,0.05063291139240506,0.0379746835443038,0.012658227848101266,0.0379746835443038,0.0,0.0,0.0,0.0379746835443038,"['fa2021', 'sp2022']",3.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",2,79.0,3.401139240506329,0,False
Boonsripaisal,Simon,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.4406779661016949,0.288135593220339,0.01694915254237288,0.06779661016949153,0.03389830508474576,0.03389830508474576,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288,0.05084745762711865,"['fa2019', 'fa2020', 'sp2020', 'sp2021']",8.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",4,59.0,3.491525423728813,0,False
Shin,Jeongsu,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.0,0.7021276595744681,0.13829787234042554,0.0425531914893617,0.07446808510638298,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,"['fa2022', 'sp2023']",4.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",2,94.0,3.7379787234042547,0,False
Mukhopadhyay,Anirban,AAS 100: Intro Asian American Studies,Intro Asian American Studies,0.0,0.0,[],[],0.0,,0.46825396825396826,0.1746031746031746,0.1349206349206349,0.06349206349206349,0.06349206349206349,0.015873015873015872,0.031746031746031744,0.007936507936507936,0.0,0.007936507936507936,0.0,0.0,0.031746031746031744,"['fa2022', 'fa2023', 'fa2024', 'sp2025', 'fa2025', 'sp2023', 'sp2024']",5.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",5,126.0,3.6112698412698405,0,True
Park,Doo,AAS 100: Intro Asian American Studies,Intro Asian American Studies,1.0,0.0,[],[],0.0,,0.08955223880597014,0.4129353233830846,0.17412935323383086,0.0945273631840796,0.06965174129353234,0.05472636815920398,0.03980099502487562,0.0,0.01990049751243781,0.004975124378109453,0.004975124378109453,0.004975124378109453,0.029850746268656716,"['fa2019', 'sp2020', 'sp2022']",12.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",3,201.0,3.459751243781094,0,False
Huang,Ningning,AAS 120: Intro to Asian Am Pop Culture,Intro to Asian Am Pop Culture,0.0,0.0,[],[],0.0,,0.0,0.7619047619047619,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,['fa2024'],1.0,Cultural Studies - US Minority,1,21.0,3.7776190476190474,0,False
Park,Doo,AAS 120: Intro to Asian Am Pop Culture,Intro to Asian Am Pop Culture,1.0,0.0,[],[],0.0,,0.12903225806451613,0.3548387096774194,0.22580645161290322,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,['fa2021'],1.0,Cultural Studies - US Minority,1,31.0,3.4306451612903226,0,False
Yan-Gonzalez,Vivian,AAS 200: U.S. Race and Empire,U.S. Race and Empire,0.0,0.0,[],[],0.0,,0.08823529411764706,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.14705882352941177,0.14705882352941177,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.0,['fa2022'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,34.0,3.3049999999999997,0,False
Bui,Kevin,AAS 200: U.S. Race and Empire,U.S. Race and Empire,0.0,0.0,[],[],0.0,,0.09090909090909091,0.24242424242424243,0.30303030303030304,0.24242424242424243,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,['fa2023'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,33.0,3.4345454545454546,0,False
Siglos,David,AAS 200: U.S. Race and Empire,U.S. Race and Empire,2.0,0.0,[],[],0.0,,0.06666666666666667,0.5,0.13333333333333333,0.03333333333333333,0.1,0.06666666666666667,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,"['fa2024', 'fa2025']",1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,30.0,3.467333333333334,0,True
Park,Doo,AAS 200: U.S. Race and Empire,U.S. Race and Empire,1.0,0.0,[],[],0.0,,0.3125,0.21875,0.125,0.125,0.03125,0.0625,0.03125,0.03125,0.0,0.03125,0.03125,0.0,0.0,['fa2021'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,32.0,3.46875,0,False
Sawada,Emilia,AAS 200: U.S. Race and Empire,U.S. Race and Empire,0.0,0.0,[],[],0.0,,0.08955223880597014,0.6865671641791045,0.08955223880597014,0.029850746268656716,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.029850746268656716,"['sp2023', 'sp2024', 'sp2025']",2.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",2,67.0,3.7265671641791047,0,False
Kwon,Soo,AAS 215: US Citizenship Comparatively,US Citizenship Comparatively,1.0,0.0,[],[],16.0,3.3,0.48484848484848486,0.36363636363636365,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sp2019', 'sp2023']",2.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",2,33.0,3.889090909090909,0,False
Tabares,Leland,AAS 215: US Citizenship Comparatively,US Citizenship Comparatively,0.0,0.0,[],[],0.0,,0.22580645161290322,0.0,0.25806451612903225,0.25806451612903225,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0,0.0,0.03225806451612903,0.06451612903225806,0.0,0.03225806451612903,['sp2021'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,31.0,3.1503225806451614,0,False
Kashani,Maryam,AAS 215: US Citizenship Comparatively,US Citizenship Comparatively,9.0,1.0,[],[],0.0,,0.0,0.7931034482758621,0.10344827586206896,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['fa2023'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,29.0,3.896551724137931,0,False
Park,Doo,AAS 215: US Citizenship Comparatively,US Citizenship Comparatively,1.0,0.0,[],[],0.0,,0.21875,0.375,0.1875,0.15625,0.0,0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,['sp2022'],1.0,"Humanities - Hist & Phil, Cultural Studies - US Minority",1,32.0,3.6978124999999995,0,False
Kwon,Soo,AAS 246: Asian American Youth in Film,Asian American Youth in Film,1.0,0.0,[],[],16.0,3.3,0.30612244897959184,0.5918367346938775,0.04081632653061224,0.01020408163265306,0.02040816326530612,0.01020408163265306,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.01020408163265306,"['fa2016', 'fa2018', 'fa2019', 'fa2022', 'fa2024', 'sp2021', 'sp2017']",6.0,"Social Sciences, US Minority Culture(s)",7,98.0,3.881122448979592,0,False
Rana,Junaid,AAS 258: Muslims in America,Muslims in America,5.0,1.0,[],[],26.0,3.3,0.04,0.64,0.16,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,"['fa2016', 'sp2018', 'sp2020', 'sp2021', 'fa2025']",4.0,"Social & Beh Sci - Soc Sci, Cultural Studies - US Minority",4,25.0,3.5740000000000003,0,True
Bhattarai,Rabin,ABE 100: Intro Agric & Biological Engrg,Intro Agric &amp; Biological Engrg,7.0,0.0,[],[],0.0,,0.0,0.7538461538461538,0.046153846153846156,0.1076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,0.015384615384615385,0.0,0.0,0.015384615384615385,"['fa2021', 'fa2022']",2.0,,2,65.0,3.727846153846154,0,False
Bhattarai,Rabin,ABE 127: Introduction to Agricultural & Biological Engineering,Introduction to Agricultural &amp; Biological Engineering,7.0,0.0,[],[],0.0,,0.13953488372093023,0.7209302325581395,0.08139534883720931,0.03488372093023256,0.0,0.0,0.011627906976744186,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,"['fa2023', 'fa2024', 'fa2025']",4.0,,2,172.0,3.907093023255814,0,True
Leonelli,Laurie,ABE 141: ABE Principles: Biological,ABE Principles: Biological,0.0,0.0,[],[],0.0,,0.0,0.18518518518518517,0.14814814814814814,0.2222222222222222,0.18518518518518517,0.07407407407407407,0.0,0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,"['sp2023', 'sp2022']",1.0,,2,27.0,3.098888888888889,0,False
Davidson,Paul,ABE 152: Water in the Global Environment,Water in the Global Environment,5.0,3.0,"['Campus Award for Excellence in Undergraduate Teaching – Faculty', 'Grainger College of Engineering - Collins Award for Innovative Teaching']",[],0.0,,0.5348432055749129,0.3606271777003484,0.005226480836236934,0.01916376306620209,0.0313588850174216,0.003484320557491289,0.006968641114982578,0.006968641114982578,0.0,0.0017421602787456446,0.005226480836236934,0.0,0.024390243902439025,"['sp2022', 'sp2023', 'sp2024', 'sp2025']",3.0,"Cultural Studies - Non-West, Nat Sci & Tech - Phys Sciences",3,574.0,3.8059756097560986,2,False
Zhang,Yuanhui,ABE 152: Water in the Global Environment,Water in the Global Environment,4.0,2.0,[],[],0.0,,0.6594202898550725,0.10869565217391304,0.021739130434782608,0.050724637681159424,0.036231884057971016,0.014492753623188406,0.028985507246376812,0.021739130434782608,0.0,0.0,0.007246376811594203,0.0,0.050724637681159424,['sp2022'],1.0,"Cultural Studies - Non-West, Nat Sci & Tech - Phys Sciences",1,138.0,3.5868115942028984,0,False
Kalita,Prasanta,ABE 152: Water in the Global Environment,Water in the Global Environment,7.0,0.0,"['Campus Award for Excellence in Undergraduate Teaching – Faculty', 'Grainger College of Engineering - Rose Award for Teaching Excellence']",[],14.0,4.2,0.5348432055749129,0.3606271777003484,0.005226480836236934,0.01916376306620209,0.0313588850174216,0.003484320557491289,0.006968641114982578,0.006968641114982578,0.0,0.0017421602787456446,0.005226480836236934,0.0,0.024390243902439025,"['sp2022', 'sp2023', 'sp2024', 'sp2025']",3.0,"Cultural Studies - Non-West, Nat Sci & Tech - Phys Sciences",3,574.0,3.8059756097560986,2,False
Bhattarai,Rabin,ABE 152: Water in the Global Environment,Water in the Global Environment,7.0,0.0,[],[],0.0,,0.5348432055749129,0.3606271777003484,0.005226480836236934,0.01916376306620209,0.0313588850174216,0.003484320557491289,0.006968641114982578,0.006968641114982578,0.0,0.0017421602787456446,0.005226480836236934,0.0,0.024390243902439025,"['sp2022', 'sp2023', 'sp2024', 'sp2025']",3.0,"Cultural Studies - Non-West, Nat Sci & Tech - Phys Sciences",3,574.0,3.8059756097560986,0,False
Grift,Tony,ABE 223: ABE Principles: Machine Syst,ABE Principles: Machine Syst,5.0,1.0,[],[],9.0,2.7,0.0,0.8260869565217391,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.0,"['fa2016', 'fa2018', 'fa2019', 'fa2023', 'fa2017', 'fa2020', 'fa2021', 'fa2022']",4.0,,8,23.0,3.6956521739130435,0,False
Kalita,Prasanta,ABE 224: ABE Principles: Soil & Water,ABE Principles: Soil &amp; Water,7.0,0.0,"['Campus Award for Excellence in Undergraduate Teaching – Faculty', 'Grainger College of Engineering - Rose Award for Teaching Excellence']",[],14.0,4.2,0.1702127659574468,0.6170212765957447,0.0,0.10638297872340426,0.06382978723404255,0.0,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,"['fa2019', 'fa2020', 'fa2021', 'fa2023', 'fa2022']",4.0,,5,47.0,3.7585106382978726,2,False
Zhang,Yuanhui,ABE 225: ABE Principles: Bioenvironment,ABE Principles: Bioenvironment,4.0,2.0,[],[],0.0,,0.1,0.26,0.12,0.24,0.14,0.0,0.04,0.04,0.0,0.0,0.0,0.02,0.04,"['sp2017', 'sp2018', 'sp2019', 'sp2020', 'sp2021', 'sp2022', 'sp2023', 'sp2024']",6.0,,8,50.0,3.2861999999999996,0,False
Singh,Vijay,ABE 226: ABE Principles: Bioprocessing,ABE Principles: Bioprocessing,7.0,0.0,[],[],0.0,,0.0851063829787234,0.14893617021276595,0.19148936170212766,0.14893617021276595,0.10638297872340426,0.1702127659574468,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.06382978723404255,"['sp2017', 'sp2018', 'sp2019', 'sp2020', 'sp2021', 'sp2022', 'sp2023', 'sp2024']",6.0,,8,47.0,3.0221276595744673,0,False
Witmer,Ann-Perry,ABE 232: Context in International Interventions,Context in International Interventions,11.0,4.0,[],[],0.0,,0.2818181818181818,0.39545454545454545,0.12272727272727273,0.07727272727272727,0.031818181818181815,0.022727272727272728,0.022727272727272728,0.013636363636363636,0.00909090909090909,0.0,0.00909090909090909,0.004545454545454545,0.00909090909090909,"['fa2021', 'fa2022', 'fa2023', 'fa2024', 'sp2023', 'fa2025', 'sp2024', 'sp2025']",5.0,"Global Classroom, Cultural Studies - Non-West, Social & Beh Sci - Soc Sci",6,220.0,3.6805000000000003,0,True
Grift,Tony,ABE 425: Engrg Measurement Systems,Engrg Measurement Systems,5.0,1.0,[],[],9.0,2.7,0.1774193548387097,0.7741935483870968,0.0,0.03225806451612903,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sp2017', 'sp2018', 'sp2019', 'sp2020', 'sp2021', 'sp2023', 'sp2022', 'sp2024', 'sp2025']",6.0,,8,62.0,3.962258064516129,0,False
Davidson,Paul,ABE 430: Project Management,Project Management,5.0,3.0,"['Campus Award for Excellence in Undergraduate Teaching – Faculty', 'Grainger College of Engineering - Collins Award for Innovative Teaching']",[],0.0,,0.0397196261682243,0.7663551401869159,0.0,0.04906542056074766,0.10046728971962617,0.0,0.007009345794392523,0.03271028037383177,0.0,0.002336448598130841,0.0,0.0,0.002336448598130841,"['fa2016', 'fa2018', 'fa2019', 'fa2020', 'fa2021', 'fa2022', 'fa2023', 'fa2024', 'fa2017', 'fa2025']",8.0,,9,428.0,3.773948598130841,2,True
Malvandi,Amir,ABE 436: Renewable Energy Systems,Renewable Energy Systems,1.0,0.0,[],[],0.0,,0.12,0.6,0.08,0.12,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'fa2023', 'fa2025']",2.0,,2,50.0,3.8132,0,True
Wang,Xinlei,ABE 436: Renewable Energy Systems,Renewable Energy Systems,1.0,0.0,['Grainger College of Engineering - Everitt Award for Teaching Excellence'],[],0.0,,0.06451612903225806,0.12903225806451613,0.25806451612903225,0.2903225806451613,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,"['fa2018', 'fa2019', 'fa2020', 'fa2021', 'sp2017', 'fa2017', 'fa2022']",12.0,,7,62.0,3.3548387096774195,1,False
Zhang,Yuanhui,ABE 457: NPS Pollution Processes,NPS Pollution Processes,4.0,2.0,[],[],0.0,,0.034482758620689655,0.41379310344827586,0.2413793103448276,0.13793103448275862,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,['sp2021'],1.0,,1,29.0,3.575172413793103,0,False
Bhattarai,Rabin,ABE 457: NPS Pollution Processes,NPS Pollution Processes,7.0,0.0,[],[],0.0,,0.0392156862745098,0.5098039215686274,0.21568627450980393,0.0784313725490196,0.0784313725490196,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0,0.0,0.0,"['sp2021', 'sp2023', 'sp2017', 'sp2025', 'sp2020']",2.0,,4,51.0,3.6541176470588232,0,False
Witmer,Ann-Perry,ABE 469: Industry-Linked Design Project,Industry-Linked Design Project,11.0,4.0,[],[],0.0,,0.11940298507462686,0.44776119402985076,0.1791044776119403,0.11940298507462686,0.11940298507462686,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sp2020', 'sp2021', 'sp2022', 'sp2023']",7.0,Advanced Composition,4,134.0,3.721641791044776,0,False
Singh,Vijay,ABE 488: Bioprocessing Biomass for Fuel,Bioprocessing Biomass for Fuel,7.0,0.0,[],[],0.0,,0.029850746268656716,0.14925373134328357,0.14925373134328357,0.16417910447761194,0.2537313432835821,0.13432835820895522,0.04477611940298507,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.0,0.0,0.0,"['fa2016', 'fa2018', 'fa2019', 'fa2020', 'fa2021', 'fa2022', 'fa2017', 'fa2023', 'fa2024', 'fa2025']",6.0,,9,67.0,3.164477611940299,0,True
Stillwell,Andrew,ABE 498: Eng Design for Solar SmartHome,Eng Design for Solar SmartHome,4.0,2.0,[],[],0.0,,0.0,0.9210526315789473,0.05263157894736842,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'fa2023', 'fa2025']",1.0,,2,38.0,3.93,0,True
Wang,Xinlei,ABE 498: Eng Design for Solar SmartHome,Eng Design for Solar SmartHome,1.0,0.0,['Grainger College of Engineering - Everitt Award for Teaching Excellence'],[],0.0,,0.01639344262295082,0.8360655737704918,0.11475409836065574,0.01639344262295082,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,"['fa2019', 'fa2022', 'fa2024', 'fa2020', 'fa2021', 'fa2025']",3.0,,5,61.0,3.918360655737705,1,True
Wang,Xinlei,ABE 498: Special Topics,Special Topics,1.0,0.0,['Grainger College of Engineering - Everitt Award for Teaching Excellence'],[],0.0,,0.11811023622047244,0.6220472440944882,0.14173228346456693,0.05511811023622047,0.03937007874015748,0.0,0.0,0.0,0.0,0.0,0.015748031496062992,0.0,0.007874015748031496,"['sp2019', 'sp2022', 'sp2023', 'sp2024', 'sp2020', 'sp2021', 'sp2025']",4.0,,6,127.0,3.798188976377953,1,True
Malvandi,Amir,ABE 498: Special Topics,Special Topics,1.0,0.0,[],[],0.0,,0.17777777777777778,0.6444444444444445,0.13333333333333333,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['sp2024', 'sp2025']",1.0,,1,45.0,3.9262222222222225,0,False
Zhang,Yuanhui,ABE 501: Graduate Research I,Graduate Research I,4.0,2.0,[],[],0.0,,0.0,0.9090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fa2021', 'fa2016', 'fa2017', 'fa2018', 'fa2019', 'fa2020', 'fa2022', 'fa2023']",1.0,,8,22.0,3.909090909090909,0,True
Green,Danielle,ACCY 200: Fundamentals of Accounting,Fundamentals of Accounting,4.0,0.0,[],[],0.0,,0.33619948409286327,0.2794496990541703,0.11349957007738606,0.0885640584694755,0.09802235597592433,0.028374892519346516,0.02063628546861565,0.018916595012897677,0.0034393809114359416,0.0025795356835769563,0.008598452278589854,0.0,0.0017196904557179708,"['fa2023', 'fa2024', 'sp2023', 'sp2024', 'sp2025']",4.0,,4,1163.0,3.647575236457438,0,False
Zhang,Li,ACCY 200: Fundamentals of Accounting,Fundamentals of Accounting,14.0,1.0,[],[],0.0,,0.2614942528735632,0.3728448275862069,0.11781609195402298,0.09841954022988506,0.08045977011494253,0.028735632183908046,0.020114942528735632,0.007183908045977011,0.0021551724137931034,0.0014367816091954023,0.0014367816091954023,0.0,0.007902298850574713,"['fa2021', 'fa2022', 'fa2023', 'fa2024', 'sp2018', 'sp2019', 'sp2021', 'sp2022', 'sp2023', 'sp2024', 'sp2020', 'sp2025']",13.0,,11,1392.0,3.6837643678160923,0,False
Silhan,Peter,ACCY 200: Fundamentals of Accounting,Fundamentals of Accounting,0.0,0.0,[],[],56.0,1.5,0.05762081784386617,0.2537174721189591,0.13568773234200743,0.12639405204460966,0.1087360594795539,0.10315985130111524,0.08085501858736059,0.055762081784386616,0.03438661710037175,0.01858736059479554,0.00929368029739777,0.006505576208178439,0.00929368029739777,"['fa2016', 'fa2018', 'fa2019', 'fa2020', 'fa2021', 'fa2022', 'sp2017', 'sp2018', 'sp2019', 'sp2020', 'sp2021', 'sp2022', 'fa2017']",12.0,,13,1076.0,3.1615799256505572,0,False
Fisher,Mitchell,ACCY 201: Accounting and Accountancy I,Accounting and Accountancy I,7.0,4.0,[],[],39.0,4.0,0.20476737507179782,0.18408960367604824,0.10568638713383113,0.0835726593911545,0.0913268236645606,0.0646180356117174,0.046812176909821944,0.06519241815048822,0.048822515795519814,0.023549684089603676,0.026995979322228605,0.02871912693854107,0.025847214244686962,"['fa2018', 'fa2019', 'fa2020', 'fa2021', 'fa2022', 'fa2023', 'fa2024', 'sp2019', 'sp2020', 'sp2021', 'sp2022', 'sp2023', 'sp2024', 'sp2025']",63.0,,13,3482.0,3.06665422171166,0,False
