instructor,instructor_first_name,course,course_name,num_excellence_awards,num_outstanding_awards,uiuc_award,national_award,rmp_num_reviews,rmp_rating,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,term,num_sections,gened,num_semesters,num_students,avg_gpa,total_faculty_awards,teaching_next_semester
Fedjanina,Marija,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.17796610169491525,0.652542372881356,0.0,0.0423728813559322,0.05084745762711865,0.01694915254237288,0.01694915254237288,0.025423728813559324,0.0,0.0,0.00847457627118644,0.0,0.00847457627118644,"['fa2023', 'sp2024']",4.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,118.0,3.759745762711864,0,False
McQueen,Kelli,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.01824817518248175,0.8722627737226277,0.010948905109489052,0.0,0.06934306569343066,0.0036496350364963502,0.0,0.010948905109489052,0.0,0.0036496350364963502,0.0,0.0,0.010948905109489052,"['fa2021', 'fa2022', 'fa2023', 'sp2023', 'sp2024']",9.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",5,274.0,3.846751824817518,0,False
Scheele,Genevieve,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.24,0.704,0.008,0.0,0.032,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,['sp2021'],4.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",1,125.0,3.93336,0,False
Warnement,Sophia,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.09166666666666666,0.6583333333333333,0.016666666666666666,0.008333333333333333,0.15,0.008333333333333333,0.008333333333333333,0.016666666666666666,0.0,0.0,0.0,0.0,0.041666666666666664,"['fa2022', 'sp2022']",4.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,120.0,3.6139166666666664,0,False
Knierim,Michael,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.31746031746031744,0.4126984126984127,0.047619047619047616,0.0,0.1111111111111111,0.031746031746031744,0.0,0.0,0.015873015873015872,0.0,0.031746031746031744,0.0,0.031746031746031744,['sp2023'],2.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",1,63.0,3.5717460317460317,0,False
Smith,Allen,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.1724137931034483,0.5517241379310345,0.034482758620689655,0.0,0.13793103448275862,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,"['fa2020', 'sp2021']",5.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,29.0,3.6551724137931036,0,False
Neis,Jacob,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.0,0.8709677419354839,0.03225806451612903,0.0,0.06451612903225806,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,"['sp2020', 'sp2021']",2.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,31.0,3.8603225806451613,0,False
Rudman,Nicholas,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.0,0.8709677419354839,0.03225806451612903,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.03225806451612903,"['fa2020', 'sp2021']",2.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,31.0,3.7312903225806453,0,False
Martinez,Jeffery,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.0,0.9230769230769231,0.012145748987854251,0.020242914979757085,0.024291497975708502,0.008097165991902834,0.004048582995951417,0.004048582995951417,0.0,0.0,0.0,0.0,0.004048582995951417,"['fa2021', 'fa2022', 'fa2023', 'sp2023', 'sp2024', 'sp2022']",8.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",6,247.0,3.916315789473684,0,False
Stratton,Trevor,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.0,0.9390243902439024,0.0,0.012195121951219513,0.012195121951219513,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,"['fa2023', 'sp2024']",3.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",2,82.0,3.8617073170731704,0,False
Oliveira,Marcella,CLCV 224: American Race and Ethnicity in the Classical Tradition,American Race and Ethnicity in the Classical Tradition,0.0,0.0,[],[],0.0,,0.10738255033557047,0.7416107382550335,0.020134228187919462,0.010067114093959731,0.07046979865771812,0.006711409395973154,0.010067114093959731,0.010067114093959731,0.0,0.0,0.0,0.0,0.02348993288590604,"['fa2020', 'fa2021', 'fa2022', 'sp2021', 'sp2022', 'sp2023']",12.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",6,298.0,3.7763087248322145,0,False
Boyd,Houston,CLCV 224: Greco-Roman Antiquity and US Minority Cultures,Greco-Roman Antiquity and US Minority Cultures,0.0,0.0,[],[],0.0,,0.0,0.6,0.2,0.02,0.06,0.04,0.02,0.02,0.0,0.0,0.0,0.0,0.04,"['fa2024', 'sp2025']",2.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",1,50.0,3.5740000000000003,0,False
Bosak-Schroeder,Clara,CLCV 224: Greco-Roman Antiquity and US Minority Cultures,Greco-Roman Antiquity and US Minority Cultures,6.0,1.0,[],[],0.0,,0.013888888888888888,0.5972222222222222,0.16666666666666666,0.05555555555555555,0.08333333333333333,0.027777777777777776,0.013888888888888888,0.013888888888888888,0.0,0.0,0.0,0.0,0.027777777777777776,"['fa2024', 'sp2025', 'fa2025']",3.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",1,72.0,3.6254166666666663,0,True
Fenton,Vaughn,CLCV 224: Greco-Roman Antiquity and US Minority Cultures,Greco-Roman Antiquity and US Minority Cultures,0.0,0.0,[],[],0.0,,0.045454545454545456,0.5909090909090909,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",1.0,"Humanities - Lit & Arts, Cultural Studies - US Minority",1,22.0,3.742272727272727,0,False
Kaufman,Brett,CLCV 230: Ancient Engineering,Ancient Engineering,8.0,1.0,[],[],0.0,,0.7619047619047619,0.09523809523809523,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'sp2020']",1.0,"Nat Sci & Tech - Phys Sciences, Cultural Studies - Western, Camp Honors/Chanc Schol",2,21.0,3.8252380952380953,0,False
Kaufman,Brett,CLCV 231: Development of Ancient Cities,Development of Ancient Cities,8.0,1.0,[],[],0.0,,0.19160104986876642,0.5748031496062992,0.09711286089238845,0.04199475065616798,0.049868766404199474,0.003937007874015748,0.005249343832020997,0.014435695538057743,0.003937007874015748,0.0,0.0026246719160104987,0.0,0.014435695538057743,"['fa2019', 'fa2020', 'fa2021', 'fa2023', 'fa2024', 'sp2021', 'sp2022', 'sp2023', 'sp2024', 'sp2025']",9.0,"Humanities - Hist & Phil, Cultural Studies - Western",9,762.0,3.7722834645669296,0,False
Maltby,Alexander,CLCV 231: Development of Ancient Cities,Development of Ancient Cities,0.0,0.0,[],[],0.0,,0.20812182741116753,0.6954314720812182,0.04060913705583756,0.01015228426395939,0.030456852791878174,0.0,0.005076142131979695,0.01015228426395939,0.0,0.0,0.0,0.0,0.0,['fa2024'],1.0,"Humanities - Hist & Phil, Cultural Studies - Western",1,197.0,3.920558375634518,0,False
Williams,Craig,CLCV 240: Gender & Sexuality in Greco-Roman Antiquity,Gender &amp; Sexuality in Greco-Roman Antiquity,1.0,0.0,[],[],6.0,3.8,0.08333333333333333,0.3416666666666667,0.225,0.09166666666666666,0.058333333333333334,0.025,0.025,0.03333333333333333,0.05,0.0,0.0,0.0,0.06666666666666667,"['fa2020', 'fa2022', 'fa2023', 'sp2025']",3.0,"Humanities - Lit & Arts, Cultural Studies - Western",3,120.0,3.2811666666666666,0,False
Leon Ruiz,Daniel,CLCV 250: Sports and Society in Greece and Rome,Sports and Society in Greece and Rome,5.0,14.0,"['Campus Award for Excellence in Undergraduate Teaching – Faculty', ""LAS - Dean's Awards for Excellence in Undergraduate Teaching""]",[],10.0,4.6,0.07142857142857142,0.6428571428571429,0.14285714285714285,0.03571428571428571,0.03571428571428571,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.011904761904761904,0.0,0.011904761904761904,0.0,0.011904761904761904,"['fa2022', 'fa2023', 'sp2021']",3.0,"Cultural Studies - Western, Humanities - Hist & Phil",3,84.0,3.722619047619048,2,False
Traill,Ariana,CLCV 323: The Comic Imagination,The Comic Imagination,7.0,3.0,[],[],21.0,3.1,0.3333333333333333,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0,0.09523809523809523,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.14285714285714285,"['sp2021', 'sp2024', 'fa2021', 'fa2022', 'fa2025']",1.0,"Advanced Composition, Humanities - Lit & Arts, Cultural Studies - Western",4,21.0,2.8252380952380953,0,True
Bevis,Elizabeth,CLCV 443: The Archaeology of Greece,The Archaeology of Greece,1.0,0.0,[],[],0.0,,0.08695652173913043,0.5217391304347826,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,"['fa2024', 'fa2022', 'fa2023', 'sp2022']",1.0,,4,23.0,3.5652173913043477,0,False
Bevis,Elizabeth,CLCV 444: The Archaeology of Italy,The Archaeology of Italy,1.0,0.0,[],[],0.0,,0.18518518518518517,0.4074074074074074,0.07407407407407407,0.12962962962962962,0.05555555555555555,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.018518518518518517,0.0,0.0,0.0,0.037037037037037035,"['sp2023', 'sp2024', 'fa2021', 'sp2025']",2.0,,3,54.0,3.481296296296296,0,False
Kaufman,Brett,CLCV 444: The Archaeology of Italy,The Archaeology of Italy,8.0,1.0,[],[],0.0,,0.7586206896551724,0.13793103448275862,0.0,0.0,0.0,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,"['fa2020', 'sp2022', 'sp2019', 'sp2024']",2.0,Camp Honors/Chanc Schol,4,29.0,3.816206896551724,0,False
Booth,Madison,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,"['sp2023', 'sp2022', 'sp2021', 'fa2021', 'fa2020', 'fa2022']",1.0,,6,22.0,3.196818181818182,0,False
Humphreys,Lea,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.5319148936170213,0.2553191489361702,0.10638297872340426,0.0425531914893617,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",2.0,,1,47.0,3.681489361702127,0,False
Kwilecki,Sarah,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.6,0.06666666666666667,0.08888888888888889,0.08888888888888889,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.044444444444444446,"['fa2023', 'sp2024']",2.0,,2,45.0,3.444444444444445,0,False
McGowan,Kathleen,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.04424778761061947,0.4778761061946903,0.09734513274336283,0.1592920353982301,0.12389380530973451,0.008849557522123894,0.0,0.02654867256637168,0.0,0.008849557522123894,0.0,0.008849557522123894,0.04424778761061947,"['fa2022', 'sp2023', 'sp2024']",5.0,,3,113.0,3.4423008849557526,0,False
Alberti,George,CMN 101: Public Speaking,Public Speaking,1.0,4.0,[],[],16.0,4.9,0.10141509433962265,0.660377358490566,0.08254716981132075,0.04245283018867924,0.06132075471698113,0.01650943396226415,0.0047169811320754715,0.009433962264150943,0.0023584905660377358,0.0,0.0023584905660377358,0.0,0.01650943396226415,"['fa2022', 'fa2023', 'fa2024', 'sp2023', 'sp2024', 'sp2025', 'sp2021', 'fa2020', 'fa2021', 'sp2022']",18.0,,9,424.0,3.755683962264152,0,False
Fung,Kaya,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.2127659574468085,0.3617021276595745,0.2127659574468085,0.1276595744680851,0.06382978723404255,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",2.0,,1,47.0,3.7308510638297867,0,False
Caddell,Mackenzie,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.02857142857142857,0.5,0.15714285714285714,0.05714285714285714,0.12857142857142856,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.0,0.0,0.0,0.05714285714285714,"['fa2023', 'sp2024']",3.0,,2,70.0,3.419428571428571,0,False
Johnson,Lauren,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.047619047619047616,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.23809523809523808,0.0,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.0,0.0,"['fa2019', 'fa2024', 'sp2020', 'sp2025']",5.0,,3,21.0,3.0952380952380953,0,False
Rodrigues Gomes Da Silva,Luis,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.23809523809523808,0.6190476190476191,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",1.0,,1,21.0,3.840952380952381,0,False
Rohlfes,Alex,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.35555555555555557,0.2,0.13333333333333333,0.1111111111111111,0.06666666666666667,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.0,0.022222222222222223,0.0,0.022222222222222223,['fa2022'],2.0,,1,45.0,3.311555555555555,0,False
Gerlikovski,Emily,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.011111111111111112,0.18888888888888888,0.2222222222222222,0.07777777777777778,0.13333333333333333,0.14444444444444443,0.05555555555555555,0.06666666666666667,0.044444444444444446,0.0,0.022222222222222223,0.0,0.03333333333333333,"['fa2022', 'sp2023']",4.0,,2,90.0,3.0194444444444453,0,False
Brewster,Jamille,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.014705882352941176,0.4264705882352941,0.22058823529411764,0.08823529411764706,0.07352941176470588,0.07352941176470588,0.029411764705882353,0.014705882352941176,0.0,0.0,0.0,0.0,0.058823529411764705,"['fa2022', 'sp2023', 'sp2022', 'fa2021']",3.0,,4,68.0,3.382941176470588,0,False
Herrera,Audrey,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.22727272727272727,0.5,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,['fa2023'],1.0,,1,22.0,3.6972727272727273,0,False
Fujimoto,Elinor,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.08695652173913043,0.2826086956521739,0.13043478260869565,0.21739130434782608,0.021739130434782608,0.10869565217391304,0.021739130434782608,0.0,0.0,0.043478260869565216,0.0,0.08695652173913043,"['fa2022', 'sp2023']",2.0,,2,46.0,2.869782608695652,0,False
Niemeyer,Frank,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],6.0,1.3,0.0,0.29545454545454547,0.18181818181818182,0.09090909090909091,0.1590909090909091,0.18181818181818182,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.0,0.0,0.0,0.0,"['fa2022', 'sp2023', 'sp2021', 'sp2022', 'fa2021', 'fa2020']",2.0,,6,44.0,3.3038636363636367,0,False
Hartley,Jason,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.3333333333333333,0.2916666666666667,0.125,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.125,0.0,0.0,0.0,0.0,"['fa2022', 'sp2023']",1.0,,2,24.0,3.5425000000000004,0,False
Lahmon,Teri,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.023255813953488372,0.3953488372093023,0.18604651162790697,0.13953488372093023,0.16279069767441862,0.06976744186046512,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",2.0,,1,43.0,3.5430232558139534,0,False
Yoakam,Lucas,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.022222222222222223,0.6222222222222222,0.06666666666666667,0.08888888888888889,0.06666666666666667,0.0,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.022222222222222223,0.0,0.0,0.022222222222222223,['fa2023'],2.0,,1,45.0,3.5257777777777783,0,False
Tchamdjoci,Monet,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.06666666666666667,0.17777777777777778,0.1111111111111111,0.15555555555555556,0.12222222222222222,0.08888888888888889,0.1111111111111111,0.044444444444444446,0.05555555555555555,0.011111111111111112,0.0,0.05555555555555555,"['fa2022', 'sp2023', 'sp2024', 'fa2023']",4.0,,4,90.0,2.6706666666666665,0,False
Rodriguez,Michael,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.34782608695652173,0.34782608695652173,0.08695652173913043,0.08695652173913043,0.0,0.08695652173913043,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,"['sp2023', 'sp2022', 'fa2021', 'fa2022']",1.0,,4,23.0,3.7247826086956524,0,False
Toler,Catherine,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.08333333333333333,0.5833333333333334,0.125,0.125,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",1.0,,1,24.0,3.7916666666666665,0,False
Bishop,Mardia,CMN 101: Public Speaking,Public Speaking,2.0,9.0,['Campus Award for Excellence in Undergraduate Teaching – Instructional Staff'],[],14.0,4.5,0.08465608465608465,0.3932980599647266,0.1763668430335097,0.08818342151675485,0.10317460317460317,0.05731922398589065,0.021164021164021163,0.026455026455026454,0.013227513227513227,0.005291005291005291,0.007936507936507936,0.0008818342151675485,0.02204585537918871,"['fa2022', 'sp2020', 'sp2023', 'sp2024', 'sp2025', 'sp2022', 'fa2021', 'fa2018', 'fa2020', 'fa2023', 'fa2024', 'fa2016']",51.0,,11,1134.0,3.455176366843034,1,False
Armour,Lydia,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.044444444444444446,0.3111111111111111,0.24444444444444444,0.08888888888888889,0.1111111111111111,0.08888888888888889,0.08888888888888889,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,"['fa2024', 'sp2025']",2.0,,1,45.0,3.4226666666666667,0,False
Da Silva,Oxala,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.053763440860215055,0.3870967741935484,0.12903225806451613,0.10752688172043011,0.15053763440860216,0.03225806451612903,0.010752688172043012,0.03225806451612903,0.03225806451612903,0.0,0.010752688172043012,0.0,0.053763440860215055,"['fa2023', 'sp2024']",4.0,,2,93.0,3.286989247311827,0,False
Choudhry,Bisma,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.10869565217391304,0.5869565217391305,0.10869565217391304,0.03260869565217391,0.11956521739130435,0.021739130434782608,0.0,0.0,0.010869565217391304,0.0,0.010869565217391304,0.0,0.0,"['fa2022', 'fa2023', 'fa2024', 'sp2024', 'sp2022', 'sp2025', 'sp2023']",4.0,,6,92.0,3.735869565217391,0,False
Stewart,Nathaniel,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.13942307692307693,0.4326923076923077,0.07692307692307693,0.038461538461538464,0.11057692307692307,0.028846153846153848,0.028846153846153848,0.04326923076923077,0.014423076923076924,0.014423076923076924,0.014423076923076924,0.009615384615384616,0.04807692307692308,"['fa2022', 'fa2023', 'fa2024', 'sp2023', 'sp2024', 'sp2022', 'sp2025', 'fa2021']",9.0,,7,208.0,3.3254807692307695,0,False
Paros,Brynna,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.047619047619047616,0.3333333333333333,0.19047619047619047,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,"['fa2023', 'sp2021', 'sp2022', 'sp2023', 'fa2020', 'fa2021', 'fa2022']",1.0,,7,21.0,3.413333333333333,0,False
Farnworth,Megan,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.34782608695652173,0.17391304347826086,0.08695652173913043,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.13043478260869565,"['fa2019', 'fa2023', 'sp2020']",3.0,,3,23.0,2.899130434782609,0,False
Morrow,Ethan,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.015384615384615385,0.3230769230769231,0.09230769230769231,0.15384615384615385,0.24615384615384617,0.046153846153846156,0.0,0.06153846153846154,0.03076923076923077,0.0,0.03076923076923077,0.0,0.0,"['fa2023', 'sp2024', 'fa2020', 'sp2021', 'fa2021']",3.0,,5,65.0,3.2718461538461536,0,False
Cox,Drew,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.24615384615384617,0.2,0.13846153846153847,0.18461538461538463,0.1076923076923077,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.0,0.015384615384615385,"['fa2022', 'sp2023']",3.0,,2,65.0,3.1953846153846155,0,False
Allegretti,Anne,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.1,0.5642857142857143,0.11428571428571428,0.03571428571428571,0.05714285714285714,0.05,0.03571428571428571,0.02142857142857143,0.0,0.0,0.0,0.0,0.02142857142857143,"['fa2023', 'fa2024', 'sp2024', 'sp2025']",6.0,,3,140.0,3.6265,0,False
Gallo,Franklin,CMN 101: Public Speaking,Public Speaking,4.0,1.0,[],[],0.0,,0.044585987261146494,0.3885350318471338,0.24203821656050956,0.09554140127388536,0.09554140127388536,0.044585987261146494,0.012738853503184714,0.01910828025477707,0.012738853503184714,0.006369426751592357,0.0,0.0,0.03821656050955414,"['fa2022', 'fa2023', 'fa2024', 'sp2023', 'sp2024', 'sp2025']",7.0,,5,157.0,3.4422292993630577,0,False
Mulvaney,Adan,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.031914893617021274,0.40425531914893614,0.06382978723404255,0.11702127659574468,0.14893617021276595,0.07446808510638298,0.010638297872340425,0.031914893617021274,0.0425531914893617,0.010638297872340425,0.0,0.010638297872340425,0.05319148936170213,"['fa2023', 'fa2024', 'sp2024', 'sp2025']",4.0,,3,94.0,3.1952127659574465,0,False
Boelkow,Meghan,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.1111111111111111,0.5299145299145299,0.1111111111111111,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.017094017094017096,0.017094017094017096,0.0,0.0,0.008547008547008548,0.0,0.02564102564102564,"['fa2023', 'fa2024', 'sp2024', 'sp2025']",5.0,,3,117.0,3.601367521367521,0,False
White,Nia,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.08333333333333333,0.08333333333333333,0.2916666666666667,0.375,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,"['fa2024', 'sp2025']",1.0,,1,24.0,3.0412500000000002,0,False
Knight,Aaron,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.0,0.6086956521739131,0.15217391304347827,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.0,0.043478260869565216,0.0,0.021739130434782608,0.0,0.0,0.0,"['fa2022', 'sp2023', 'sp2022']",2.0,,3,46.0,3.6595652173913042,0,False
Unruh,Margret,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.07352941176470588,0.4852941176470588,0.22058823529411764,0.10294117647058823,0.029411764705882353,0.0,0.0,0.029411764705882353,0.014705882352941176,0.0,0.04411764705882353,0.0,0.0,"['fa2023', 'sp2024']",3.0,,2,68.0,3.6033823529411766,0,False
Gailey,Benjamin,CMN 101: Public Speaking,Public Speaking,5.0,10.0,[],[],9.0,5.0,0.030145530145530147,0.5239085239085239,0.1257796257796258,0.07692307692307693,0.10914760914760915,0.036382536382536385,0.01975051975051975,0.017671517671517672,0.013513513513513514,0.005197505197505198,0.015592515592515593,0.002079002079002079,0.02390852390852391,"['fa2019', 'fa2022', 'fa2023', 'fa2024', 'sp2020', 'sp2023', 'sp2024', 'sp2022', 'sp2017', 'sp2021', 'sp2018', 'sp2019', 'fa2018', 'fa2021', 'fa2017', 'fa2016', 'fa2020']",45.0,,17,962.0,3.4863929313929316,0,False
Persad-Maharaj,Tamara,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.021739130434782608,0.43478260869565216,0.07246376811594203,0.12318840579710146,0.13043478260869565,0.07246376811594203,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.0,0.014492753623188406,0.0,0.06521739130434782,"['fa2022', 'fa2023', 'fa2024', 'sp2023', 'sp2024', 'sp2025', 'sp2022', 'fa2021']",6.0,,7,138.0,3.2319565217391304,0,False
Kierspe,Kevin,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.4444444444444444,0.26666666666666666,0.13333333333333333,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,"['fa2024', 'sp2025']",2.0,,1,45.0,3.6895555555555557,0,False
Faussane,Eleanor,CMN 101: Public Speaking,Public Speaking,0.0,0.0,[],[],0.0,,0.022222222222222223,0.31851851851851853,0.15555555555555556,0.11851851851851852,0.14814814814814814,0.02962962962962963,0.022222222222222223,0.014814814814814815,0.014814814814814815,0.022222222222222223,0.044444444444444446,0.0,0.08888888888888889,"['fa2023', 'fa2024', 'sp2024', 'sp2025']",6.0,,3,135.0,3.0322222222222224,0,False
Bunch,Caroline,CMN 101: Public Speaking,Public Speaking,6.0,1.0,[],[],9.0,2.4,0.0,0.3670886075949367,0.2468354430379747,0.0949367088607595,0.16455696202531644,0.04430379746835443,0.0189873417721519,0.012658227848101266,0.012658227848101266,0.012658227848101266,0.006329113924050633,0.006329113924050633,0.012658227848101266,"['fa2019', 'fa2022', 'fa2023', 'fa2024', 'sp2020', 'sp2017', 'sp2022', 'sp2021', 'sp2019', 'sp2024', 'sp2025', 'sp2023', 'sp2018', 'fa2018', 'fa2017', 'fa2021', 'fa2016', 'fa2020']",10.0,,17,158.0,3.420443037974683,0,False
