Date,UIUC_Tests,UIUC_Confirmed,B10_Tests,B10_Confirmed,Illinois_Tests,Illinois_Confirmed,Illinois_Deaths,US_Tests,US_Confirmed,US_Deaths,IL-UIUC_Tests,IL-UIUC_Confirmed,pctIL_Tests,pctUS_Tests,pctIL_Confirmed,pctUS_Confirmed,ILxUIUC_pctPos,Illinois_pctPos
2020-11-05,736521.0,3417,1534584.0,30535.0,8122987.0,453738,10313,152505345.0,9634074,235870,7386466.0,450321,9.06712026007182,0.48294766324419647,0.7530777673459133,0.035467861259940496,6.0965690493938505,5.58585160852775
2020-11-06,746950.0,3465,1556538.0,31327.0,8215129.0,465540,10397,154039051.0,9759029,237000,7468179.0,462075,9.092370917121325,0.48490950518774617,0.7442969454826653,0.03550558154914797,6.187251269687028,5.666861713309675
2020-11-07,750966.0,3486,1566258.0,31565.0,8313547.0,477978,10488,155355980.0,9887116,238013,7562581.0,474492,9.03303968811387,0.4833840319503633,0.7293222700626388,0.035258006480352815,6.27420717873964,5.749387114789872
2020-11-08,756305.0,3514,1586336.0,31972.0,8404304.0,487987,10538,156476646.0,9996838,238487,7647999.0,484473,8.999020025929571,0.4833341072507395,0.7201011502355595,0.035151114782494226,6.3346373345498606,5.806393961950924
2020-11-09,768105.0,3590,1620876.0,32928.0,8520133.0,498560,10563,158154055.0,10117470,239183,7752028.0,494970,9.01517617154568,0.48566886255303415,0.7200738125802311,0.03548317909516905,6.3850388569287935,5.851551847840873
2020-11-10,778429.0,3647,1639691.0,33385.0,8571019.0,511183,10645,159482117.0,10256089,240581,7792590.0,507536,9.082105639947828,0.4880979853057757,0.7134431309335404,0.03555936380817288,6.513059201112852,5.964086650607122
2020-11-11,789500.0,3697,1654752.0,33606.0,8664483.0,523840,10798,160863975.0,10399325,241969,7874983.0,520143,9.111911235788678,0.49078732512981854,0.7057498472816127,0.03555038427974892,6.605004734613395,6.045831009190047
2020-11-12,799215.0,3731,1679612.0,34096.0,8765100.0,536542,10846,162354401.0,10560111,243187,7965885.0,532811,9.11815039189513,0.4922656824067245,0.6953789265332444,0.03533106801623581,6.688660456433905,6.121344879122885
2020-11-13,810566.0,3763,1711693.0,34606.0,8871640.0,551957,10891,164038081.0,10737335,244325,8061074.0,548194,9.136597066607752,0.4941328227315705,0.6817560063555675,0.035045940170442665,6.800508220120545,6.221589243927842
2020-11-14,815205.0,3775,1721383.0,34863.0,8986010.0,562985,11088,161350035.0,10903890,245591,8170805.0,559210,9.071935152531546,0.5052400515438376,0.6705329626899473,0.03462067207207703,6.844001294854056,6.26512768180761
2020-11-15,821485.0,3796,1742180.0,35129.0,9070841.0,573616,11162,162746724.0,11036935,246207,8249356.0,569820,9.05632675073899,0.5047628485597043,0.6617667568547599,0.03439360655834251,6.90744829050898,6.323735583062254
2020-11-16,835030.0,3847,1769099.0,35608.0,9161453.0,585248,11204,164364506.0,11195388,246965,8326423.0,581401,9.114602236130011,0.5080354757370792,0.6573281754059818,0.03436236421640768,6.982602253092354,6.388156987761658
2020-11-17,845285.0,3887,1787923.0,36022.0,9255658.0,597849,11317,165826431.0,11357322,248672,8410373.0,593962,9.13263000858502,0.5097408144784832,0.6501641718895574,0.03422461738779617,7.062255146115398,6.459281447088905
2020-11-18,855747.0,3921,1807319.0,36378.0,9359227.0,606771,11468,171906914.0,11527483,250520,8503480.0,602850,9.143351261808267,0.4977967320150951,0.6462075478228195,0.03401436376006801,7.089450436762361,6.483131566314184
2020-11-19,866171.0,3947,1826337.0,36583.0,9472674.0,621383,11648,173717276.0,11715316,252535,8606503.0,617436,9.143891154704574,0.49860959136844857,0.6351960063278204,0.03369093927982822,7.174063612131431,6.559742264961298
2020-11-20,877449.0,3981,1841885.0,36684.0,9588698.0,634395,11795,175634388.0,11910858,254413,8711249.0,630414,9.150866989449455,0.49958838356871205,0.6275270139266546,0.03342328487166919,7.236780856568329,6.6160702944237055
2020-11-21,881050.0,3993,1847392.0,36704.0,9708982.0,646286,11951,177612410.0,12088410,255861,8827932.0,642293,9.074586810440065,0.4960520495161346,0.6178379231485751,0.033031639396744486,7.275690388190575,6.65657841367921
